word,phonemes,g2p_alignment
segelas,s ə ɡ ə l a s,s}s e}ə g}ɡ e}ə l}l a}a s}s
segelintir,s ə ɡ ə l i n t i r,s}s e}ə g}ɡ e}ə l}l i}i n}n t}t i}i r}r
segenap,s ə ɡ ə n a p,s}s e}ə g}ɡ e}ə n}n a}a p}p
segenggam,s ə ɡ ə ŋ ɡ a m,s}s e}ə g}ɡ e}ə n|g}ŋ g}ɡ a}a m}m
segera,s ə ɡ ə r a,s}s e}ə g}ɡ e}ə r}r a}a
segeralah,s ə ɡ ə r a l a h,s}s e}ə g}ɡ e}ə r}r a}a l}l a}a h}h
segi,s ə ɡ i,s}s e}ə g}ɡ i}i
segi-tiga,s ə ɡ i - t i ɡ a,s}s e}ə g}ɡ i}i -}- t}t i}i g}ɡ a}a
segianya,s ə ɡ i a ɲ a,s}s e}ə g}ɡ i}i a}a n|y}ɲ a}a
segila,s ə ɡ i l a,s}s e}ə g}ɡ i}i l}l a}a
segitiga,s ə ɡ i t i ɡ a,s}s e}ə g}ɡ i}i t}t i}i g}ɡ a}a
segmen,s e ɡ m e n,s}s e}e g}ɡ m}m e}e n}n
segmentasi,s e ɡ m e n t a s i,s}s e}e g}ɡ m}m e}e n}n t}t a}a s}s i}i
segumpal,s ə ɡ u m p a l,s}s e}ə g}ɡ u}u m}m p}p a}a l}l
seguna,s ə ɡ u n a,s}s e}ə g}ɡ u}u n}n a}a
segunung,s ə ɡ u n u ŋ,s}s e}ə g}ɡ u}u n}n u}u n|g}ŋ
seh,s e h,s}s e}e h}h
sehabis,s ə h a b i s,s}s e}ə h}h a}a b}b i}i s}s
sehala,s ə h a l a,s}s e}ə h}h a}a l}l a}a
sehaluan,s ə h a l u a n,s}s e}ə h}h a}a l}l u}u a}a n}n
sehalus,s ə h a l u s,s}s e}ə h}h a}a l}l u}u s}s
seharga,s ə h a r ɡ a,s}s e}ə h}h a}a r}r g}ɡ a}a
sehari,s ə h a r i,s}s e}ə h}h a}a r}r i}i
seharian,s ə h a r i a n,s}s e}ə h}h a}a r}r i}i a}a n}n
seharusnya,s ə h a r u s ɲ a,s}s e}ə h}h a}a r}r u}u s}s n|y}ɲ a}a
sehasta,s ə h a s t a,s}s e}ə h}h a}a s}s t}t a}a
sehat,s e h a t,s}s e}e h}h a}a t}t
sehati,s ə h a t i,s}s e}ə h}h a}a t}t i}i
sehebat,s ə h e b a t,s}s e}ə h}h e}e b}b a}a t}t
sehelai,s ə h ə l a i,s}s e}ə h}h e}ə l}l a}a i}i
sehidangan,s ə h i d a ŋ a n,s}s e}ə h}h i}i d}d a}a n|g}ŋ a}a n}n
sehidup,s ə h i d u p,s}s e}ə h}h i}i d}d u}u p}p
sehingga,s ə h i ŋ ɡ a,s}s e}ə h}h i}i n|g}ŋ g}ɡ a}a
sehubungan,s ə h u b u ŋ a n,s}s e}ə h}h u}u b}b u}u n|g}ŋ a}a n}n
seia,s ə i a,s}s e}ə i}i a}a
seibu,s ə i b u,s}s e}ə i}i b}b u}u
seikat,s ə i k a t,s}s e}ə i}i k}k a}a t}t
seiman,s ə i m a n,s}s e}ə i}i m}m a}a n}n
seimbang,s ə i m b a ŋ,s}s e}ə i}i m}m b}b a}a n|g}ŋ
sein,s e i n,s}s e}e i}i n}n
seindah,s ə i n d a h,s}s e}ə i}i n}n d}d a}a h}h
seingat,s ə i ŋ a t,s}s e}ə i}i n|g}ŋ a}a t}t
seiras,s ə i r a s,s}s e}ə i}i r}r a}a s}s
seiring,s ə i r i ŋ,s}s e}ə i}i r}r i}i n|g}ŋ
seisi,s ə i s i,s}s e}ə i}i s}s i}i
seismik,s e i s m i ʔ,s}s e}e i}i s}s m}m i}i k}ʔ
seismograf,s e i s m o ɡ r a f,s}s e}e i}i s}s m}m o}o g}ɡ r}r a}a f}f
seismogram,s e i s m o ɡ r a m,s}s e}e i}i s}s m}m o}o g}ɡ r}r a}a m}m
seismologi,s e i s m o l o ɡ i,s}s e}e i}i s}s m}m o}o l}l o}o g}ɡ i}i
sejagat,s ə dʒ a ɡ a t,s}s e}ə j}dʒ a}a g}ɡ a}a t}t
sejahat,s ə dʒ a h a t,s}s e}ə j}dʒ a}a h}h a}a t}t
sejahtera,s ə dʒ a h t ə r a,s}s e}ə j}dʒ a}a h}h t}t e}ə r}r a}a
sejajar,s ə dʒ a dʒ a r,s}s e}ə j}dʒ a}a j}dʒ a}a r}r
sejak,s ə dʒ a ʔ,s}s e}ə j}dʒ a}a k}ʔ
sejalan,s ə dʒ a l a n,s}s e}ə j}dʒ a}a l}l a}a n}n
sejam,s ə dʒ a m,s}s e}ə j}dʒ a}a m}m
sejambak,s ə dʒ a m b a ʔ,s}s e}ə j}dʒ a}a m}m b}b a}a k}ʔ
sejarah,s ə dʒ a r a h,s}s e}ə j}dʒ a}a r}r a}a h}h
sejarawan,s ə dʒ a r a w a n,s}s e}ə j}dʒ a}a r}r a}a w}w a}a n}n
sejari,s ə dʒ a r i,s}s e}ə j}dʒ a}a r}r i}i
sejat,s ə dʒ a t,s}s e}ə j}dʒ a}a t}t
sejati,s ə dʒ a t i,s}s e}ə j}dʒ a}a t}t i}i
sejatinya,s ə dʒ a t i ɲ a,s}s e}ə j}dʒ a}a t}t i}i n|y}ɲ a}a
sejauh,s ə dʒ a u h,s}s e}ə j}dʒ a}a u}u h}h
sejawat,s ə dʒ a w a t,s}s e}ə j}dʒ a}a w}w a}a t}t
sejelas,s ə dʒ ə l a s,s}s e}ə j}dʒ e}ə l}l a}a s}s
sejenak,s ə dʒ ə n a ʔ,s}s e}ə j}dʒ e}ə n}n a}a k}ʔ
sejengkal,s ə dʒ ə ŋ k a l,s}s e}ə j}dʒ e}ə n|g}ŋ k}k a}a l}l
sejenis,s ə dʒ ə n i s,s}s e}ə j}dʒ e}ə n}n i}i s}s
sejenisnya,s ə dʒ ə n i s ɲ a,s}s e}ə j}dʒ e}ə n}n i}i s}s n|y}ɲ a}a
sejingkat,s ə dʒ i ŋ k a t,s}s e}ə j}dʒ i}i n|g}ŋ k}k a}a t}t
sejiwa,s ə dʒ i w a,s}s e}ə j}dʒ i}i w}w a}a
sejoli,s ə dʒ o l i,s}s e}ə j}dʒ o}o l}l i}i
sejuk,s ə dʒ u ʔ,s}s e}ə j}dʒ u}u k}ʔ
sejumlah,s ə dʒ u m l a h,s}s e}ə j}dʒ u}u m}m l}l a}a h}h
sejumput,s ə dʒ u m p u t,s}s e}ə j}dʒ u}u m}m p}p u}u t}t
sejurus,s ə dʒ u r u s,s}s e}ə j}dʒ u}u r}r u}u s}s
sejuta,s ə dʒ u t a,s}s e}ə j}dʒ u}u t}t a}a
seka,s e k a,s}s e}e k}k a}a
sekadar,s ə k a d a r,s}s e}ə k}k a}a d}d a}a r}r
sekadarnya,s ə k a d a r ɲ a,s}s e}ə k}k a}a d}d a}a r}r n|y}ɲ a}a
sekah,s e k a h,s}s e}e k}k a}a h}h
sekak,s ə k a ʔ,s}s e}ə k}k a}a k}ʔ
sekakar,s ə k a k a r,s}s e}ə k}k a}a k}k a}a r}r
sekaki,s ə k a k i,s}s e}ə k}k a}a k}k i}i
sekakmat,s ə k a ʔ m a t,s}s e}ə k}k a}a k}ʔ m}m a}a t}t
sekal,s ə k a l,s}s e}ə k}k a}a l}l
sekala,s ə k a l a,s}s e}ə k}k a}a l}l a}a
sekali,s ə k a l i,s}s e}ə k}k a}a l}l i}i
sekalian,s ə k a l i a n,s}s e}ə k}k a}a l}l i}i a}a n}n
sekaliannya,s ə k a l i a n ɲ a,s}s e}ə k}k a}a l}l i}i a}a n}n n|y}ɲ a}a
sekaligus,s ə k a l i ɡ u s,s}s e}ə k}k a}a l}l i}i g}ɡ u}u s}s
sekalipun,s ə k a l i p u n,s}s e}ə k}k a}a l}l i}i p}p u}u n}n
sekalor,s ə k a l o r,s}s e}ə k}k a}a l}l o}o r}r
sekam,s ə k a m,s}s e}ə k}k a}a m}m
sekamar,s ə k a m a r,s}s e}ə k}k a}a m}m a}a r}r
sekampung,s ə k a m p u ŋ,s}s e}ə k}k a}a m}m p}p u}u n|g}ŋ
sekang,s ə k a ŋ,s}s e}ə k}k a}a n|g}ŋ
sekap,s ə k a p,s}s e}ə k}k a}a p}p
sekapan,s ə k a p a n,s}s e}ə k}k a}a p}p a}a n}n
sekapar,s ə k a p a r,s}s e}ə k}k a}a p}p a}a r}r
sekar,s ə k a r,s}s e}ə k}k a}a r}r
sekarang,s ə k a r a ŋ,s}s e}ə k}k a}a r}r a}a n|g}ŋ
sekarat,s ə k a r a t,s}s e}ə k}k a}a r}r a}a t}t
sekat,s ə k a t,s}s e}ə k}k a}a t}t
sekata,s ə k a t a,s}s e}ə k}k a}a t}t a}a
sekatan,s ə k a t a n,s}s e}ə k}k a}a t}t a}a n}n
sekaten,s ə k a t e n,s}s e}ə k}k a}a t}t e}e n}n
sekati,s ə k a t i,s}s e}ə k}k a}a t}t i}i
sekaut,s ə k a u t,s}s e}ə k}k a}a u}u t}t
sekawan,s ə k a w a n,s}s e}ə k}k a}a w}w a}a n}n
sekaya,s ə k a j a,s}s e}ə k}k a}a y}j a}a
sekeber,s ə k e b e r,s}s e}ə k}k e}e b}b e}e r}r
sekeceng,s ə k e tʃ e ŋ,s}s e}ə k}k e}e c}tʃ e}e n|g}ŋ
sekecil,s ə k ə tʃ i l,s}s e}ə k}k e}ə c}tʃ i}i l}l
sekedeng,s ə k e d e ŋ,s}s e}ə k}k e}e d}d e}e n|g}ŋ
sekeduduk,s ə k ə d u d u ʔ,s}s e}ə k}k e}ə d}d u}u d}d u}u k}ʔ
sekedudukan,s ə k ə d u d u k a n,s}s e}ə k}k e}ə d}d u}u d}d u}u k}k a}a n}n
sekedup,s ə k ə d u p,s}s e}ə k}k e}ə d}d u}u p}p
sekejam,s ə k ə dʒ a m,s}s e}ə k}k e}ə j}dʒ a}a m}m
sekejap,s ə k ə dʒ a p,s}s e}ə k}k e}ə j}dʒ a}a p}p
sekelamin,s ə k ə l a m i n,s}s e}ə k}k e}ə l}l a}a m}m i}i n}n
sekelap,s ə k ə l a p,s}s e}ə k}k e}ə l}l a}a p}p
sekelas,s ə k ə l a s,s}s e}ə k}k e}ə l}l a}a s}s
sekelat,s ə k ə l a t,s}s e}ə k}k e}ə l}l a}a t}t
sekelebat,s ə k ə l e b a t,s}s e}ə k}k e}ə l}l e}e b}b a}a t}t
sekelebatan,s ə k ə l e b a t a n,s}s e}ə k}k e}ə l}l e}e b}b a}a t}t a}a n}n
sekelian,s ə k ə l i a n,s}s e}ə k}k e}ə l}l i}i a}a n}n
sekeliling,s ə k ə l i l i ŋ,s}s e}ə k}k e}ə l}l i}i l}l i}i n|g}ŋ
sekelilingnya,s ə k ə l i l i ŋ ɲ a,s}s e}ə k}k e}ə l}l i}i l}l i}i n|g}ŋ n|y}ɲ a}a
sekelip,s ə k ə l i p,s}s e}ə k}k e}ə l}l i}i p}p
sekelompok,s ə k ə l o m p o ʔ,s}s e}ə k}k e}ə l}l o}o m}m p}p o}o k}ʔ
sekeluar,s ə k ə l u a r,s}s e}ə k}k e}ə l}l u}u a}a r}r
sekeluarga,s ə k ə l u a r ɡ a,s}s e}ə k}k e}ə l}l u}u a}a r}r g}ɡ a}a
sekelumit,s ə k ə l u m i t,s}s e}ə k}k e}ə l}l u}u m}m i}i t}t
sekembali,s ə k ə m b a l i,s}s e}ə k}k e}ə m}m b}b a}a l}l i}i
sekendal,s ə k ə n d a l,s}s e}ə k}k e}ə n}n d}d a}a l}l
sekendi,s ə k e n d i,s}s e}ə k}k e}e n}n d}d i}i
sekenyangnya,s ə k ə ɲ a ŋ ɲ a,s}s e}ə k}k e}ə n|y}ɲ a}a n|g}ŋ n|y}ɲ a}a
sekepal,s ə k ə p a l,s}s e}ə k}k e}ə p}p a}a l}l
sekeram,s ə k e r a m,s}s e}ə k}k e}e r}r a}a m}m
sekeras,s ə k ə r a s,s}s e}ə k}k e}ə r}r a}a s}s
sekerat,s ə k ə r a t,s}s e}ə k}k e}ə r}r a}a t}t
sekeri,s ə k ə r i,s}s e}ə k}k e}ə r}r i}i
sekerja,s ə k ə r dʒ a,s}s e}ə k}k e}ə r}r j}dʒ a}a
sekerlip,s ə k ə r l i p,s}s e}ə k}k e}ə r}r l}l i}i p}p
sekeropok,s ə k ə r o p o ʔ,s}s e}ə k}k e}ə r}r o}o p}p o}o k}ʔ
sekerumun,s ə k ə r u m u n,s}s e}ə k}k e}ə r}r u}u m}m u}u n}n
sekesel,s ə k e s e l,s}s e}ə k}k e}e s}s e}e l}l
seketeng,s ə k e t e ŋ,s}s e}ə k}k e}e t}t e}e n|g}ŋ
seketika,s ə k ə t i k a,s}s e}ə k}k e}ə t}t i}i k}k a}a
sekian,s ə k i a n,s}s e}ə k}k i}i a}a n}n
sekilas,s ə k i l a s,s}s e}ə k}k i}i l}l a}a s}s
sekilwak,s ə k i l w a ʔ,s}s e}ə k}k i}i l}l w}w a}a k}ʔ
sekip,s ə k i p,s}s e}ə k}k i}i p}p
sekira,s ə k i r a,s}s e}ə k}k i}i r}r a}a
sekiram,s ə k i r a m,s}s e}ə k}k i}i r}r a}a m}m
sekiranya,s ə k i r a ɲ a,s}s e}ə k}k i}i r}r a}a n|y}ɲ a}a
sekitar,s ə k i t a r,s}s e}ə k}k i}i t}t a}a r}r
sekitarnya,s ə k i t a r ɲ a,s}s e}ə k}k i}i t}t a}a r}r n|y}ɲ a}a
seko,s e k o,s}s e}e k}k o}o
sekoci,s ə k o tʃ i,s}s e}ə k}k o}o c}tʃ i}i
sekoi,s ə k o i,s}s e}ə k}k o}o i}i
sekolah,s ə k o l a h,s}s e}ə k}k o}o l}l a}a h}h
sekolahan,s ə k o l a h a n,s}s e}ə k}k o}o l}l a}a h}h a}a n}n
sekolahnya,s ə k o l a h ɲ a,s}s e}ə k}k o}o l}l a}a h}h n|y}ɲ a}a
sekon,s ə k o n,s}s e}ə k}k o}o n}n
sekongkol,s ə k o ŋ k o l,s}s e}ə k}k o}o n|g}ŋ k}k o}o l}l
sekongkolan,s ə k o ŋ k o l a n,s}s e}ə k}k o}o n|g}ŋ k}k o}o l}l a}a n}n
sekop,s ə k o p,s}s e}ə k}k o}o p}p
sekopong,s ə k o p o ŋ,s}s e}ə k}k o}o p}p o}o n|g}ŋ
sekotah,s ə k o t a h,s}s e}ə k}k o}o t}t a}a h}h
sekotak,s ə k o t a ʔ,s}s e}ə k}k o}o t}t a}a k}ʔ
sekoteng,s ə k o t e ŋ,s}s e}ə k}k o}o t}t e}e n|g}ŋ
sekrap,s ə ʔ r a p,s}s e}ə k}ʔ r}r a}a p}p
sekresi,s e ʔ r e s i,s}s e}e k}ʔ r}r e}e s}s i}i
sekretariat,s e ʔ r ə t a r i a t,s}s e}e k}ʔ r}r e}ə t}t a}a r}r i}i a}a t}t
sekretaris,s e ʔ r ə t a r i s,s}s e}e k}ʔ r}r e}ə t}t a}a r}r i}i s}s
sekretarisnya,s e ʔ r ə t a r i s ɲ a,s}s e}e k}ʔ r}r e}ə t}t a}a r}r i}i s}s n|y}ɲ a}a
sekretin,s ə ʔ r e t i n,s}s e}ə k}ʔ r}r e}e t}t i}i n}n
sekring,s e ʔ r i ŋ,s}s e}e k}ʔ r}r i}i n|g}ŋ
sekrip,s ə ʔ r i p,s}s e}ə k}ʔ r}r i}i p}p
sekrup,s ə ʔ r u p,s}s e}ə k}ʔ r}r u}u p}p
seks,s e ʔ s,s}s e}e k}ʔ s}s
seksi,s e ʔ s i,s}s e}e k}ʔ s}s i}i
seksmaniak,s e ʔ s m a n i a ʔ,s}s e}e k}ʔ s}s m}m a}a n}n i}i a}a k}ʔ
seksolog,s e ʔ s o l o ɡ,s}s e}e k}ʔ s}s o}o l}l o}o g}ɡ
sekstan,s e ʔ s t a n,s}s e}e k}ʔ s}s t}t a}a n}n
sekstet,s e ʔ s t e t,s}s e}e k}ʔ s}s t}t e}e t}t
seksual,s e ʔ s u a l,s}s e}e k}ʔ s}s u}u a}a l}l
seksualitas,s e ʔ s u a l i t a s,s}s e}e k}ʔ s}s u}u a}a l}l i}i t}t a}a s}s
sektarian,s e ʔ t a r i a n,s}s e}e k}ʔ t}t a}a r}r i}i a}a n}n
sekte,s e ʔ t ə,s}s e}e k}ʔ t}t e}ə
sektor,s e ʔ t o r,s}s e}e k}ʔ t}t o}o r}r
sektoral,s e ʔ t o r a l,s}s e}e k}ʔ t}t o}o r}r a}a l}l
sekuat,s ə k u a t,s}s e}ə k}k u}u a}a t}t
sekul,s ə k u l,s}s e}ə k}k u}u l}l
sekular,s e k u l a r,s}s e}e k}k u}u l}l a}a r}r
sekularis,s e k u l a r i s,s}s e}e k}k u}u l}l a}a r}r i}i s}s
sekularisasi,s e k u l a r i s a s i,s}s e}e k}k u}u l}l a}a r}r i}i s}s a}a s}s i}i
sekularisme,s e k u l a r i s m ə,s}s e}e k}k u}u l}l a}a r}r i}i s}s m}m e}ə
sekularitas,s e k u l a r i t a s,s}s e}e k}k u}u l}l a}a r}r i}i t}t a}a s}s
sekuler,s e k u l e r,s}s e}e k}k u}u l}l e}e r}r
sekumpulan,s ə k u m p u l a n,s}s e}ə k}k u}u m}m p}p u}u l}l a}a n}n
sekunar,s ə k u n a r,s}s e}ə k}k u}u n}n a}a r}r
sekunder,s e k u n d e r,s}s e}e k}k u}u n}n d}d e}e r}r
sekuntum,s ə k u n t u m,s}s e}ə k}k u}u n}n t}t u}u m}m
sekunyit,s ə k u ɲ i t,s}s e}ə k}k u}u n|y}ɲ i}i t}t
sekurang,s ə k u r a ŋ,s}s e}ə k}k u}u r}r a}a n|g}ŋ
sekuritas,s ə k u r i t a s,s}s e}ə k}k u}u r}r i}i t}t a}a s}s
sekuriti,s e k u r i t i,s}s e}e k}k u}u r}r i}i t}t i}i
sekutu,s ə k u t u,s}s e}ə k}k u}u t}t u}u
sel,s e l,s}s e}e l}l
selabar,s ə l a b a r,s}s e}ə l}l a}a b}b a}a r}r
selada,s ə l a d a,s}s e}ə l}l a}a d}d a}a
seladang,s ə l a d a ŋ,s}s e}ə l}l a}a d}d a}a n|g}ŋ
selagi,s ə l a ɡ i,s}s e}ə l}l a}a g}ɡ i}i
selai,s ə l a i,s}s e}ə l}l a}a i}i
selain,s ə l a i n,s}s e}ə l}l a}a i}i n}n
selainnya,s ə l a i n ɲ a,s}s e}ə l}l a}a i}i n}n n|y}ɲ a}a
selaju,s ə l a dʒ u,s}s e}ə l}l a}a j}dʒ u}u
selaka,s ə l a k a,s}s e}ə l}l a}a k}k a}a
selakarang,s e l a k a r a ŋ,s}s e}e l}l a}a k}k a}a r}r a}a n|g}ŋ
selaku,s ə l a k u,s}s e}ə l}l a}a k}k u}u
selalu,s ə l a l u,s}s e}ə l}l a}a l}l u}u
selam,s ə l a m,s}s e}ə l}l a}a m}m
selama,s ə l a m a,s}s e}ə l}l a}a m}m a}a
selamanya,s ə l a m a ɲ a,s}s e}ə l}l a}a m}m a}a n|y}ɲ a}a
selamat,s ə l a m a t,s}s e}ə l}l a}a m}m a}a t}t
selamatan,s ə l a m a t a n,s}s e}ə l}l a}a m}m a}a t}t a}a n}n
selamba,s ə l a m b a,s}s e}ə l}l a}a m}m b}b a}a
selampai,s ə l a m p a i,s}s e}ə l}l a}a m}m p}p a}a i}i
selampit,s ə l a m p i t,s}s e}ə l}l a}a m}m p}p i}i t}t
selancak,s ə l a n tʃ a ʔ,s}s e}ə l}l a}a n}n c}tʃ a}a k}ʔ
selancang,s ə l a n tʃ a ŋ,s}s e}ə l}l a}a n}n c}tʃ a}a n|g}ŋ
selancar,s ə l a n tʃ a r,s}s e}ə l}l a}a n}n c}tʃ a}a r}r
selang,s ə l a ŋ,s}s e}ə l}l a}a n|g}ŋ
selangat,s ə l a ŋ a t,s}s e}ə l}l a}a n|g}ŋ a}a t}t
selangka,s ə l a ŋ k a,s}s e}ə l}l a}a n|g}ŋ k}k a}a
selangkang,s ə l a ŋ k a ŋ,s}s e}ə l}l a}a n|g}ŋ k}k a}a n|g}ŋ
selangkangan,s ə l a ŋ k a ŋ a n,s}s e}ə l}l a}a n|g}ŋ k}k a}a n|g}ŋ a}a n}n
selanjutnya,s ə l a n dʒ u t ɲ a,s}s e}ə l}l a}a n}n j}dʒ u}u t}t n|y}ɲ a}a
selap,s ə l a p,s}s e}ə l}l a}a p}p
selapan,s ə l a p a n,s}s e}ə l}l a}a p}p a}a n}n
selapanan,s ə l a p a n a n,s}s e}ə l}l a}a p}p a}a n}n a}a n}n
selaput,s ə l a p u t,s}s e}ə l}l a}a p}p u}u t}t
selar,s ə l a r,s}s e}ə l}l a}a r}r
selara,s ə l a r a,s}s e}ə l}l a}a r}r a}a
selarak,s ə l a r a ʔ,s}s e}ə l}l a}a r}r a}a k}ʔ
selaras,s ə l a r a s,s}s e}ə l}l a}a r}r a}a s}s
selari,s ə l a r i,s}s e}ə l}l a}a r}r i}i
selarung,s ə l a r u ŋ,s}s e}ə l}l a}a r}r u}u n|g}ŋ
selasar,s ə l a s a r,s}s e}ə l}l a}a s}s a}a r}r
selasih,s ə l a s i h,s}s e}ə l}l a}a s}s i}i h}h
selat,s ə l a t,s}s e}ə l}l a}a t}t
selatan,s ə l a t a n,s}s e}ə l}l a}a t}t a}a n}n
selawat,s ə l a w a t,s}s e}ə l}l a}a w}w a}a t}t
selawatan,s ə l a w a t a n,s}s e}ə l}l a}a w}w a}a t}t a}a n}n
selawe,s ə l a w e,s}s e}ə l}l a}a w}w e}e
selayak,s ə l a j a ʔ,s}s e}ə l}l a}a y}j a}a k}ʔ
selayaknya,s ə l a j a ʔ ɲ a,s}s e}ə l}l a}a y}j a}a k}ʔ n|y}ɲ a}a
selayang,s ə l a j a ŋ,s}s e}ə l}l a}a y}j a}a n|g}ŋ
selayun,s ə l a j u n,s}s e}ə l}l a}a y}j u}u n}n
selayur,s ə l a j u r,s}s e}ə l}l a}a y}j u}u r}r
sele,s ə l e,s}s e}ə l}l e}e
selebar,s ə l e b a r,s}s e}ə l}l e}e b}b a}a r}r
selebaran,s ə l ə b a r a n,s}s e}ə l}l e}ə b}b a}a r}r a}a n}n
selebihnya,s ə l ə b i h ɲ a,s}s e}ə l}l e}ə b}b i}i h}h n|y}ɲ a}a
selebran,s e l ə b r a n,s}s e}e l}l e}ə b}b r}r a}a n}n
selebriti,s e l e b r i t i,s}s e}e l}l e}e b}b r}r i}i t}t i}i
selebu,s ə l ə b u,s}s e}ə l}l e}ə b}b u}u
seleder,s ə l e d e r,s}s e}ə l}l e}e d}d e}e r}r
seledri,s ə l e d r i,s}s e}ə l}l e}e d}d r}r i}i
seleguri,s ə l ə ɡ u r i,s}s e}ə l}l e}ə g}ɡ u}u r}r i}i
selekas,s ə l ə k a s,s}s e}ə l}l e}ə k}k a}a s}s
selekeh,s ə l e k e h,s}s e}ə l}l e}e k}k e}e h}h
selekoh,s ə l e k o h,s}s e}ə l}l e}e k}k o}o h}h
selekor,s ə l e k o r,s}s e}ə l}l e}e k}k o}o r}r
seleksi,s e l e ʔ s i,s}s e}e l}l e}e k}ʔ s}s i}i
selektif,s e l e ʔ t i f,s}s e}e l}l e}e k}ʔ t}t i}i f}f
selektivitas,s e l e ʔ t i v i t a s,s}s e}e l}l e}e k}ʔ t}t i}i v}v i}i t}t a}a s}s
seleler,s ə l e l e r,s}s e}ə l}l e}e l}l e}e r}r
selembana,s ə l ə m b a n a,s}s e}ə l}l e}ə m}m b}b a}a n}n a}a
selembar,s ə l ə m b a r,s}s e}ə l}l e}ə m}m b}b a}a r}r
selempada,s ə l ə m p a d a,s}s e}ə l}l e}ə m}m p}p a}a d}d a}a
selempuri,s ə l ə m p u r i,s}s e}ə l}l e}ə m}m p}p u}u r}r i}i
selendang,s ə l e n d a ŋ,s}s e}ə l}l e}e n}n d}d a}a n|g}ŋ
selendangnya,s ə l e n d a ŋ ɲ a,s}s e}ə l}l e}e n}n d}d a}a n|g}ŋ n|y}ɲ a}a
selenggara,s ə l ə ŋ ɡ a r a,s}s e}ə l}l e}ə n|g}ŋ g}ɡ a}a r}r a}a
selenggaraan,s ə l ə ŋ ɡ a r a ʔ a n,s}s e}ə l}l e}ə n|g}ŋ g}ɡ a}a r}r a}a|ʔ a}a n}n
selenium,s e l e n i u m,s}s e}e l}l e}e n}n i}i u}u m}m
selentang,s ə l ə n t a ŋ,s}s e}ə l}l e}ə n}n t}t a}a n|g}ŋ
selentik,s ə l ə n t i ʔ,s}s e}ə l}l e}ə n}n t}t i}i k}ʔ
selenting,s ə l ə n t i ŋ,s}s e}ə l}l e}ə n}n t}t i}i n|g}ŋ
selentingan,s ə l ə n t i ŋ a n,s}s e}ə l}l e}ə n}n t}t i}i n|g}ŋ a}a n}n
selepa,s ə l ə p a,s}s e}ə l}l e}ə p}p a}a
selepas,s ə l ə p a s,s}s e}ə l}l e}ə p}p a}a s}s
selepat,s ə l ə p a t,s}s e}ə l}l e}ə p}p a}a t}t
selepe,s ə l e p e,s}s e}ə l}l e}e p}p e}e
seleper,s ə l e p ə r,s}s e}ə l}l e}e p}p e}ə r}r
selepetan,s ə l ə p e t a n,s}s e}ə l}l e}ə p}p e}e t}t a}a n}n
selepi,s ə l ə p i,s}s e}ə l}l e}ə p}p i}i
selera,s ə l e r a,s}s e}ə l}l e}e r}r a}a
selerak,s ə l e r a ʔ,s}s e}ə l}l e}e r}r a}a k}ʔ
selerang,s ə l e r a ŋ,s}s e}ə l}l e}e r}r a}a n|g}ŋ
selesa,s ə l e s a,s}s e}ə l}l e}e s}s a}a
selesai,s ə l ə s a i,s}s e}ə l}l e}ə s}s a}a i}i
selesma,s ə l e s m a,s}s e}ə l}l e}e s}s m}m a}a
seletuk,s ə l ə t u ʔ,s}s e}ə l}l e}ə t}t u}u k}ʔ
selewat,s ə l e w a t,s}s e}ə l}l e}e w}w a}a t}t
seleweng,s ə l e w e ŋ,s}s e}ə l}l e}e w}w e}e n|g}ŋ
seli,s ə l i,s}s e}ə l}l i}i
selia,s ə l i a,s}s e}ə l}l i}i a}a
seliap,s ə l i a p,s}s e}ə l}l i}i a}a p}p
selibat,s e l i b a t,s}s e}e l}l i}i b}b a}a t}t
selibut,s ə l i b u t,s}s e}ə l}l i}i b}b u}u t}t
selidik,s ə l i d i ʔ,s}s e}ə l}l i}i d}d i}i k}ʔ
seligi,s ə l i ɡ i,s}s e}ə l}l i}i g}ɡ i}i
seligit,s ə l i ɡ i t,s}s e}ə l}l i}i g}ɡ i}i t}t
selilit,s ə l i l i t,s}s e}ə l}l i}i l}l i}i t}t
selimang,s ə l i m a ŋ,s}s e}ə l}l i}i m}m a}a n|g}ŋ
selimpang,s ə l i m p a ŋ,s}s e}ə l}l i}i m}m p}p a}a n|g}ŋ
selimpat,s ə l i m p a t,s}s e}ə l}l i}i m}m p}p a}a t}t
selimut,s ə l i m u t,s}s e}ə l}l i}i m}m u}u t}t
selimutnya,s ə l i m u t ɲ a,s}s e}ə l}l i}i m}m u}u t}t n|y}ɲ a}a
selinap,s ə l i n a p,s}s e}ə l}l i}i n}n a}a p}p
selindung,s ə l i n d u ŋ,s}s e}ə l}l i}i n}n d}d u}u n|g}ŋ
seling,s ə l i ŋ,s}s e}ə l}l i}i n|g}ŋ
selingan,s ə l i ŋ a n,s}s e}ə l}l i}i n|g}ŋ a}a n}n
selingar,s ə l i ŋ a r,s}s e}ə l}l i}i n|g}ŋ a}a r}r
selingkit,s ə l i ŋ k i t,s}s e}ə l}l i}i n|g}ŋ k}k i}i t}t
selingkuh,s ə l i ŋ k u h,s}s e}ə l}l i}i n|g}ŋ k}k u}u h}h
selingkup,s ə l i ŋ k u p,s}s e}ə l}l i}i n|g}ŋ k}k u}u p}p
selip,s ə l i p,s}s e}ə l}l i}i p}p
